,話者,I(明瞭さ),F(親密さ),C(社会階層)
369,K012_007_2,2.094254617516373,-1.226600380531517,1.513612063904082
370,K012_007_1,1.7376081341478415,-1.1870494954348871,0.4947394176657695
371,K012_007_2,1.9217878557775392,-0.8647993397297018,0.9978080475966805
372,K013_003_1,1.3947227405078408,-0.3479276011114543,-0.023964340545212997
373,K013_003_2,1.1630209794451476,-0.1282233226644119,-0.27429519322537177
374,K013_004_1,2.2220007460690074,-1.1045561186891857,0.8791625552684893
375,K013_004_2,1.7333132020060273,-0.8330874716767367,0.4581947912106114
376,K013_009_1,2.048794681544174,-1.0817976706665318,0.8049891924005513
377,K013_009_2,1.8676396042330294,-0.8738433142942663,0.6729155463288352
378,K013_011_1,1.7488349577972349,-0.7086042196939495,0.39655251860441876
379,K013_011_2,1.6996294947220478,-0.6719706871484584,0.33928111737924804
380,K013_012_1,1.6938062695607814,-0.42567790550574774,0.39723592471132907
381,K013_012_2,1.746560959696476,-0.6159794941302491,0.48431969844731
382,K013_017_1,2.068495145087411,-1.317929944810397,1.0004361342846275
383,K013_017_2,1.593215780538233,-0.6094186975629249,0.25014256482506475
384,K013_019_1,1.7610780003364217,-0.7455920888034446,0.4326161636808405
385,K013_019_2,1.7760526611966805,-0.8554643820298625,0.44432553468231845
386,K013_020_1,1.7579910070157494,-0.7821344967014258,0.6428593218529307
387,K013_020_2,1.7605687004229336,-0.6313120094772696,0.3923042655084079
388,S001_004_1,1.7897403419886002,-0.6641292159061503,0.3248334131788681
389,S001_004_2,1.7911558394297975,-0.8254310344827585,0.4712861115983059
390,S001_006_1,1.6799917750091131,-0.7761127430929983,0.26597711021078724
391,S001_006_2,1.8035025230038586,-0.8681917376413179,0.4537567859369533
392,S001_011_1,1.9359912772251564,-1.255050145814069,0.8121083358625982
393,S001_011_2,2.1202753944028387,-1.2013382979871565,0.8460495128919168
394,S001_012_1,1.3808505102483306,-0.5981462527010124,0.02082253326421294
395,S001_012_2,1.8606446888885195,-1.1906810390295355,0.9343097207000761
396,S001_013_1,2.181877480023917,-1.5266083339310048,1.0248544882686812
397,S001_013_2,1.9009365140726517,-0.9869633041152878,0.568387241353552
